student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
2662,student 205,14,Singapore,Male,High school/College (14+),Cbsd,Music,1,Robotics,24,4,Applied Tech,In-person,Coding for kids
2087,student 206,14,United Kingdom,Female,High school/College (14+),Mesty Croft Primary,Mathematics,1,Robotics,48,4,Applied Tech,In-person,Graphics Designing
1909,student 207,14,Saudi Arabia,Male,High school/College (14+),Global Indian International School L.L.C,Art,1,Robotics,24,5,Beginner,In-person,AI
1815,student 208,14,Kuwait,Male,High school/College (14+),Dubai Scholars Private School,Sports,0,Robotics Innovative Learning,96,5,Proficiency,Hybrid,Game Development
2872,student 209,14,Palestine,Female,High school/College (14+),Al Eman Educational Est ( Al Eman private School ),Mathematics,0,Robotics Innovative Learning,8,4,Intermediate,Hybrid,Game Development
314,student 210,14,Pakistan,Female,High school/College (14+),"Indian Embassy School, Riyadh",Science,1,Robotics,48,4,Intermediate,Hybrid,Graphics Designing
88,student 211,14,United Arab Emirates,Male,High school/College (14+),Al Naseem International School,Mathematics,1,Robotics,48,4,Proficiency,Hybrid,Robotics Innovative Learning
2740,student 212,14,United States,Male,High school/College (14+),ISGi,Sports,1,Robotics,24,4,Applied Tech,In-person,Graphics Designing
1969,student 213,14,Cook Islands,Female,High school/College (14+),Bahrain Indian School,Art,1,Robotics,48,4,Proficiency,Hybrid,AI
755,student 214,14,United States,Male,High school/College (14+),other,Science,3,Artificial Intelligence,48,4,Beginner,In-person,AI
2046,student 215,14,Oman,Female,High school/College (14+),International school of Choueifat,Science,1,Robotics,48,4,Beginner,Hybrid,AI
507,student 216,14,Russia,Female,High school/College (14+),The Kindergarten Starters,Technology,1,Robotics,8,3,Applied Tech,Online,Technology Innovative Learning
2742,student 217,14,Egypt,Female,High school/College (14+),GEMS United School,Technology,1,Robotics,24,3,Intermediate,In-person,Robotics Innovative Learning
1682,student 218,7,Cook Islands,Female,Elementary school (5-9),Not Specified,Sports,1,Robotics,8,4,Applied Tech,Hybrid,3D Designing
706,student 219,14,USA,Male,High school/College (14+),MSB Private School,Music,1,Robotics,24,3,Intermediate,In-person,AI
173,student 220,14,Iraq,Female,High school/College (14+),GEMS Millenium School,Science,1,Robotics,48,4,Beginner,Hybrid,AI
145,student 221,14,Iraq,Female,High school/College (14+),Oberoi International School,Mathematics,1,Robotics,48,5,Proficiency,Online,Python
1207,student 222,14,United Arab Emirates,Female,High school/College (14+),Al Salam Private School,Sports,1,Robotics,24,3,Proficiency,In-person,Robotics Innovative Learning
2232,student 223,14,Srilanka,Male,High school/College (14+),GEMS,Music,1,Robotics,48,3,Beginner,Hybrid,Python
84,student 224,14,Canada,Male,High school/College (14+),American International School,Mathematics,3,Artificial Intelligence,24,3,Beginner,In-person,Robotics Innovative Learning
503,student 225,14,Uruguay,Female,High school/College (14+),Al Ashbal Intl School,Mathematics,6,Graphic Designing & Animation,48,1,Applied Tech,In-person,Robotics Innovative Learning
1579,student 226,14,Egypt,Female,High school/College (14+),GEMS Our Own English High School,Technology,10,LEGO Robotics,24,1,Proficiency,Online,Python
1982,student 227,13,India,Male,Middle school (10-13),Gravi,Technology,27,Young Innovator,24,1,Beginner,In-person,Graphics Designing
2809,student 228,14,Qatar,Male,High school/College (14+),Ils,Science,1,Robotics,48,4,Beginner,Online,Graphics Designing
2807,student 229,14,New Zealand,Female,High school/College (14+),Habitat School,Art,1,Robotics,8,4,Applied Tech,Online,AI
1830,student 230,14,Egypt,Male,High school/College (14+),Raha international school,Sports,1,Robotics,24,5,Intermediate,Online,Robotics Innovative Learning
1649,student 231,16,Saudi Arabia,Male,High school/College (14+),Private,Science,2,Python Programming,24,5,Beginner,Online,Technology Innovative Learning
2162,student 232,14,Iran (Islamic Republic of),Male,High school/College (14+),SJCK Sin Ming,Science,1,Robotics,24,4,Applied Tech,Online,Python
466,student 234,14,Uganda,Female,High school/College (14+),IIS,Science,1,Robotics,24,4,Beginner,Online,App Development
2577,student 235,14,Cook Islands,Female,High school/College (14+),Gems Wellington Academy Silicon Oasis,Technology,1,Robotics,8,5,Applied Tech,In-person,Python
1095,student 236,14,Nigeria,Male,High school/College (14+),GHIS,Art,1,Robotics,48,5,Applied Tech,In-person,AI
995,student 237,14,Taiwan,Male,High school/College (14+),St marys icse,Music,1,Robotics,24,3,Intermediate,Hybrid,3D Designing
1761,student 238,14,UAE,Male,High school/College (14+),Father Agnel School,Art,23,Virtual Robotics,24,5,Intermediate,In-person,Graphics Designing
2993,student 239,14,India,Male,High school/College (14+),KES,Technology,1,Robotics,48,4,Intermediate,In-person,Python
2954,student 240,14,Turkey,Male,High school/College (14+),Father Agnel School,Art,6,Graphic Designing & Animation,24,5,Proficiency,Hybrid,3D Designing
1846,student 241,14,Uruguay,Female,High school/College (14+),GEMS New Millennium School L.L.C,Sports,1,Robotics,48,3,Proficiency,In-person,Robotics Innovative Learning
2928,student 242,14,India,Female,High school/College (14+),MIS,Science,1,Robotics,24,3,Intermediate,Hybrid,Technology Innovative Learning
675,student 243,14,UK,Female,High school/College (14+),"Amity School, Sharjah",Sports,1,Robotics,48,3,Beginner,In-person,AI
871,student 244,14,Iraq,Male,High school/College (14+),IISD,Science,1,Robotics,48,1,Applied Tech,In-person,Robotics Innovative Learning
1164,student 245,14,Switzerland,Male,High school/College (14+),Amity International School,Music,6,Graphic Designing & Animation,24,5,Proficiency,In-person,AI
1822,student 246,14,Iran (Islamic Republic of),Male,High school/College (14+),Primus Private School LLC,Sports,6,Graphic Designing & Animation,96,5,Proficiency,In-person,Robotics Innovative Learning
1886,student 247,14,Venezuela,Male,High school/College (14+),D.t.e.a,Music,1,Robotics,96,1,Intermediate,In-person,Graphics Designing
452,student 248,14,Jordan,Female,High school/College (14+),Regent International Private School,Science,1,Robotics,48,4,Proficiency,Online,Graphics Designing
2971,student 249,14,India,Female,High school/College (14+),Head Start Educational Academy,Art,6,Graphic Designing & Animation,24,4,Applied Tech,Online,AI
2725,student 250,14,Jordan,Female,High school/College (14+),Gems FirstPoint School,Science,1,Robotics,96,5,Applied Tech,Hybrid,App Development
598,student 251,14,Switzerland,Female,High school/College (14+),St. Mary Catholic High School-Dubai,Sports,6,Graphic Designing & Animation,48,1,Applied Tech,In-person,Coding for kids
2653,student 252,14,UK,Male,High school/College (14+),Al Adab Iranian Private School for Girls,Music,6,Graphic Designing & Animation,24,4,Proficiency,Online,App Development
2676,student 253,14,Uruguay,Female,High school/College (14+),The Indian International School (DSO Branch),Art,6,Graphic Designing & Animation,96,4,Intermediate,Hybrid,Technology Innovative Learning
2373,student 254,14,Nigeria,Female,High school/College (14+),The School of the Good Shepherd,Sports,1,Robotics,24,3,Intermediate,Hybrid,Technology Innovative Learning
1748,student 255,14,Russia,Male,High school/College (14+),NIMS,Music,1,Robotics,48,4,Beginner,Hybrid,Technology Innovative Learning
120,student 256,14,Uruguay,Female,High school/College (14+),Sunmarke School,Mathematics,1,Robotics,24,5,Applied Tech,Online,App Development
830,student 257,14,KSA,Female,High school/College (14+),Repton Dubai,Technology,6,Graphic Designing & Animation,24,3,Intermediate,In-person,Technology Innovative Learning
2142,student 258,14,Switzerland,Male,High school/College (14+),Belvedere British School,Science,1,Robotics,8,1,Applied Tech,Online,Coding for kids
1523,student 259,14,New Zealand,Male,High school/College (14+),Holi child auxilliam,Sports,6,Graphic Designing & Animation,8,1,Beginner,Online,Coding for kids
805,student 260,14,Syria,Male,High school/College (14+),Lycee Theodore Monot,Sports,1,Robotics,96,4,Intermediate,Online,App Development
2603,student 261,15,Srilanka,Male,High school/College (14+),GEMS Modern Academy,Music,4,Technology Innovative Learning,48,5,Intermediate,In-person,Graphics Designing
2830,student 262,14,Afghanistan,Male,High school/College (14+),Belvedere British School,Science,6,Graphic Designing & Animation,24,4,Intermediate,In-person,App Development
305,student 263,14,Canada,Female,High school/College (14+),"DPS, Jeslselulic",Art,6,Graphic Designing & Animation,8,3,Applied Tech,Online,Python
2515,student 265,14,Pakistan,Male,High school/College (14+),Inb Al Haitham government school,Mathematics,6,Graphic Designing & Animation,24,3,Proficiency,Online,Robotics Innovative Learning
2593,student 266,14,United States,Male,High school/College (14+),Regent International Private School,Sports,6,Graphic Designing & Animation,24,4,Beginner,Online,Coding for kids
2343,student 267,14,Poland,Male,High school/College (14+),Mercer County Technical Schools,Sports,1,Robotics,96,1,Proficiency,Hybrid,Game Development
1321,student 268,14,Bosnia and Herzegovina,Female,High school/College (14+),IHS,Technology,6,Graphic Designing & Animation,24,5,Proficiency,In-person,App Development
2546,student 269,14,Egypt,Male,High school/College (14+),Al Naseem International School,Technology,1,Robotics,24,3,Proficiency,Online,App Development
2742,student 270,14,Korea,Male,High school/College (14+),The Indian High School,Music,1,Robotics,24,5,Applied Tech,In-person,Python
1423,student 271,14,Canada,Male,High school/College (14+),Primus Private School LLC,Science,6,Graphic Designing & Animation,24,4,Proficiency,Hybrid,App Development
39,student 272,14,Turkey,Male,High school/College (14+),ST laurence school Sallins,Music,6,Graphic Designing & Animation,96,1,Intermediate,Online,Game Development
629,student 273,14,China,Female,High school/College (14+),"Amity School, Sharjah",Science,6,Graphic Designing & Animation,24,4,Beginner,Online,Graphics Designing
215,student 274,14,India,Female,High school/College (14+),"GD Goenka Public School, Agra, India",Music,1,Robotics,48,5,Intermediate,Online,AI
1190,student 275,14,Venezuela,Female,High school/College (14+),GEMS Millenium School,Technology,1,Robotics,24,1,Beginner,In-person,Coding for kids
2177,student 276,14,Palestine,Male,High school/College (14+),Sheffield Private School,Art,1,Robotics,48,3,Beginner,Online,Coding for kids
873,student 277,14,Venezuela,Female,High school/College (14+),Al Manar International school,Technology,6,Graphic Designing & Animation,48,4,Intermediate,In-person,Robotics Innovative Learning
2748,student 278,14,Canada,Female,High school/College (14+),direct call,Art,1,Robotics,48,4,Intermediate,Hybrid,Coding for kids
810,student 279,14,Egypt,Female,High school/College (14+),MIS,Sports,1,Robotics,24,1,Beginner,Hybrid,App Development
2989,student 280,14,Cameroon,Male,High school/College (14+),Dubai International Academy,Science,6,Graphic Designing & Animation,24,4,Proficiency,In-person,AI
2190,student 281,14,Cameroon,Male,High school/College (14+),Habitat School,Science,6,Graphic Designing & Animation,48,4,Applied Tech,Online,3D Designing
2041,student 284,14,Pakistan,Female,High school/College (14+),Sharjah Private International School,Science,1,Robotics,24,3,Proficiency,Hybrid,Game Development
2136,student 285,14,New Zealand,Female,High school/College (14+),New millennium school Bahrain,Mathematics,1,Robotics,24,5,Proficiency,Hybrid,Robotics Innovative Learning
2114,student 286,14,Jordan,Male,High school/College (14+),GIIS,Mathematics,1,Robotics,96,5,Intermediate,Online,Coding for kids
325,student 287,14,Switzerland,Female,High school/College (14+),GEMS Wellington Academy- Al Khail,Technology,0,Robotics Innovative Learning,96,1,Beginner,In-person,Coding for kids
2231,student 288,14,Cameroon,Female,High school/College (14+),BISES,Sports,12,First LEGO League,48,5,Proficiency,Online,Python
2689,student 289,14,Qatar,Male,High school/College (14+),Grammar School,Music,6,Graphic Designing & Animation,48,5,Beginner,In-person,Game Development
2392,student 290,14,USA,Female,High school/College (14+),Wesgreen International School,Mathematics,6,Graphic Designing & Animation,8,4,Applied Tech,Online,Game Development
1620,student 291,14,Russia,Male,High school/College (14+),DPS dubai,Science,6,Graphic Designing & Animation,48,5,Applied Tech,Online,AI
2827,student 292,14,Turkey,Female,High school/College (14+),IIS,Technology,6,Graphic Designing & Animation,8,3,Proficiency,Hybrid,App Development
2794,student 293,14,Iran (Islamic Republic of),Female,High school/College (14+),Dubai International Academy,Music,1,Robotics,48,5,Intermediate,Hybrid,Game Development
834,student 294,14,Cameroon,Male,High school/College (14+),Apple International School,Art,2,Python Programming,24,3,Beginner,Online,Python
1155,student 295,14,Qatar,Female,High school/College (14+),IHS,Mathematics,6,Graphic Designing & Animation,48,5,Beginner,Hybrid,Graphics Designing
2264,student 296,14,KSA,Male,High school/College (14+),Mercer County Technical Schools,Mathematics,6,Graphic Designing & Animation,24,3,Intermediate,Online,Graphics Designing
2088,student 298,14,Cuba,Male,High school/College (14+),Indian High School,Art,17,3D Designing & Modelling,24,1,Applied Tech,Online,3D Designing
759,student 299,14,Nigeria,Male,High school/College (14+),Inb Al Haitham government school,Technology,6,Graphic Designing & Animation,48,3,Applied Tech,Online,Technology Innovative Learning
1317,student 300,14,Nigeria,Male,High school/College (14+),"DPS, Doha",Mathematics,3,Artificial Intelligence,96,1,Applied Tech,Hybrid,Coding for kids
1316,student 301,14,IndiaSpain,Male,High school/College (14+),International school of Choueifat,Technology,17,3D Designing & Modelling,48,4,Beginner,Online,AI
1636,student 302,14,Saudi Arabia,Male,High school/College (14+),Crescent English School,Science,17,3D Designing & Modelling,24,5,Applied Tech,Hybrid,Robotics Innovative Learning
660,student 303,14,Switzerland,Male,High school/College (14+),Merryland International School,Technology,6,Graphic Designing & Animation,48,1,Proficiency,In-person,AI
2181,student 304,14,IndiaSpain,Female,High school/College (14+),Jbcn,Sports,0,Robotics Innovative Learning,48,3,Beginner,In-person,AI
